player_name,goals,xG,Actual to xG,Goals to xG %,assists,xA,Assists to xA %,Actual to xA,year
Didier Drogba,4,2.7286731228232384,1.2713268771767616,46.59139515624266,1,1.5343704130500555,-34.826689077497406,-0.5343704130500555,2014
Mohamed Diamé,4,1.209077998995781,2.790922001004219,230.83060012027877,0,0.1744060032069683,-100.0,-0.1744060032069683,2014
Eduardo Vargas,3,3.477742818184197,-0.47774281818419695,-13.7371520310877,2,1.8190635778009887,9.946679401812876,0.1809364221990113,2014
André Schürrle,3,3.249142402783036,-0.2491424027830358,-7.66794347239549,0,0.5976689020171762,-100.0,-0.5976689020171762,2014
Laurent Koscielny,3,1.2747428007423878,1.7252571992576122,135.34159190801884,0,0.1164884977042675,-100.0,-0.1164884977042675,2014
Victor Moses,3,4.516806649044156,-1.516806649044156,-33.58139426590558,3,2.320559896528721,29.27914528246567,0.6794401034712791,2014
Seamus Coleman,3,2.010041296482086,0.9899587035179138,49.25066491173638,2,2.727003906853497,-26.659437671739056,-0.727003906853497,2014
Tom Cleverley,3,1.787795027717948,1.212204972282052,67.80447162499301,0,1.3489686893299222,-100.0,-1.3489686893299222,2014
Fernandinho,3,2.406892266124487,0.5931077338755131,24.64205574230039,3,2.6950497990474105,11.315197257593418,0.3049502009525895,2014
Danny Rose,3,1.670324276201427,1.329675723798573,79.6058431733064,4,2.9121244214475155,37.35676850001276,1.0878755785524845,2014
Cesc Fàbregas,3,3.2493744967505336,-0.24937449675053358,-7.674538499637857,18,10.149339623749256,77.35144026395918,7.850660376250744,2014
Jack Cork,3,3.1307579837739468,-0.13075798377394676,-4.176559940169045,0,0.7083081966266036,-100.0,-0.7083081966266036,2014
Wayne Routledge,3,3.858188139274717,-0.8581881392747168,-22.243294217270694,1,2.311216900125146,-56.73274974988921,-1.311216900125146,2014
Jack Rodwell,3,2.4820248344913125,0.5179751655086875,20.869056518318267,0,0.2751686032861471,-100.0,-0.2751686032861471,2014
Sebastian Larsson,3,2.7219163924455643,0.27808360755443573,10.216463970981325,3,3.486309329047799,-13.949115903052203,-0.4863093290477991,2014
Jeffrey Schlupp,3,2.2991078859195118,0.7008921140804882,30.48539472083849,2,1.545492778532207,29.40856326093285,0.454507221467793,2014
Jonjo Shelvey,3,4.547880021855235,-1.547880021855235,-34.035199134910386,5,2.943915719166398,69.84181875341882,2.056084280833602,2014
Nathan Dyer,3,2.01653119456023,0.9834688054397702,48.7703244111851,2,2.235176409594714,-10.521603958649365,-0.2351764095947142,2014
Craig Gardner,3,3.340116017498076,-0.34011601749807596,-10.182760590239644,4,3.3437892766669397,19.624763076791893,0.6562107233330603,2014
Victor Anichebe,3,1.8499117121100423,1.1500882878899577,62.16990142616841,1,1.331590000540018,-24.901809145874015,-0.3315900005400181,2014
Victor Wanyama,3,1.723529243841767,1.276470756158233,74.06145040585238,1,0.9338347911834716,7.085322740297098,0.06616520881652843,2014
Matt Phillips,3,3.0864788740873337,-0.08647887408733368,-2.8018618501934616,8,3.036336817778647,163.47538103011635,4.963663182221353,2014
Steven N&#039;Zonzi,3,2.5446494994685054,0.4553505005314946,17.894429100219995,1,1.7871553907170892,-44.045156610654104,-0.7871553907170892,2014
Morgan Amalfitano,3,2.623760821297765,0.3762391787022352,14.33969040349264,1,0.99939120747149,0.060916338262596716,0.0006087925285099827,2014
Ángel Di María,3,2.931911482475698,0.068088517524302,2.3223251428726033,10,7.295106165111065,37.07819699492686,2.704893834888935,2014
Samuel Eto&#039;o,3,2.365505775436759,0.634494224563241,26.822772159416523,1,1.0087521178647876,-0.8676182889522028,-0.008752117864787579,2014
Bobby Zamora,3,2.987051488365978,0.012948511634021997,0.43348806287585245,4,6.012670556083322,-33.47382061448555,-2.0126705560833216,2014
Andreas Weimann,3,2.715450508520007,0.28454949147999287,10.478905455547407,2,1.118879582732916,78.75024541201348,0.8811204172670839,2014
Héctor Bellerín,2,0.2796935010701418,1.7203064989298582,615.0684561306408,1,1.7710434943437576,-43.53611285133683,-0.7710434943437576,2014
Scott Dann,2,1.2500941026955843,0.7499058973044157,59.98795576168144,3,3.085112163797021,-2.758802898506892,-0.08511216379702091,2014
Joe Ledley,2,1.6935906121507287,0.3064093878492713,18.092293713186987,0,1.5012018904089928,-100.0,-1.5012018904089928,2014
Emmanuel Adebayor,2,2.904069386422634,-0.9040693864226341,-31.131122095409307,1,1.3501760102808475,-25.93558229552665,-0.35017601028084755,2014
Mark Noble,2,2.4249141104519367,-0.4249141104519367,-17.522851989703856,3,3.0953231919556856,-3.0795876890470546,-0.09532319195568562,2014
Aaron Cresswell,2,1.2426329869776964,0.7573670130223036,60.948568158033076,4,4.838664368726313,-17.332559252235875,-0.8386643687263131,2014
Daley Blind,2,0.998192404396832,1.001807595603168,100.36217378437382,2,1.4453516565263271,38.374629521419166,0.5546483434736729,2014
Leighton Baines,2,2.973817222751677,-0.973817222751677,-32.7463710715416,9,6.3470416609197855,41.79834450142493,2.6529583390802145,2014
James McCarthy,2,1.406343501061201,0.5936564989387989,42.21276654607047,1,1.040039410814643,-3.8497974594328888,-0.040039410814642906,2014
Ross Barkley,2,3.760159914381802,-1.760159914381802,-46.81077279850704,2,2.5696881152689457,-22.169543139647576,-0.5696881152689457,2014
Aaron Lennon,2,1.2197043020278215,0.7802956979721785,63.97416953231176,2,2.710264913737774,-26.206475615634012,-0.7102649137377739,2014
Nathaniel Clyne,2,0.9358650408685208,1.0641349591314793,113.70602732888908,0,2.0856677014380693,-100.0,-2.0856677014380693,2014
Alberto Moreno,2,1.9355693021789195,0.06443069782108046,3.328772457206734,0,1.6584648666903377,-100.0,-1.6584648666903377,2014
Fernando,2,1.6811583247035742,0.3188416752964258,18.965594769466147,2,1.577612780034542,26.773820883741173,0.4223872199654579,2014
Aleksandar Kolarov,2,1.0622944999486208,0.9377055000513792,88.27170809005719,3,1.7350498177111149,72.9056981175107,1.2649501822888851,2014
Ashley Young,2,2.507619036361575,-0.5076190363615751,-20.24306838482547,5,4.1162799606099725,21.46890026544922,0.8837200393900275,2014
James McArthur,2,2.0698619969189167,-0.0698619969189167,-3.3752007149708265,0,1.7737967111170292,-100.0,-1.7737967111170292,2014
Eric Dier,2,1.4194443924352529,0.5805556075647471,40.90020085737376,2,1.4741109982132912,35.67499343157449,0.5258890017867088,2014
Erik Lamela,2,2.4520418932661414,-0.4520418932661414,-18.435325045120564,7,6.099330518394709,14.766694129609814,0.9006694816052914,2014
Willian,2,4.227030659094453,-2.227030659094453,-52.68546264983903,3,5.783547852188349,-48.12872519305126,-2.7835478521883488,2014
Wes Morgan,2,2.2818113109096885,-0.2818113109096885,-12.350333682820553,2,0.9166025705635548,118.197075180614,1.0833974294364452,2014
Marc Albrighton,2,1.3866986893117428,0.6133013106882572,44.227438549945965,3,3.893738207407296,-22.953217699820787,-0.8937382074072961,2014
Andros Townsend,2,1.7839630078524351,0.2160369921475649,12.109947975190016,2,0.9517875052988528,110.13093667078742,1.048212494701147,2014
Andy King,2,2.062913218513131,-0.06291321851313114,-3.0497268594980733,0,0.129082198254764,-100.0,-0.129082198254764,2014
Craig Dawson,2,1.765517331659794,0.23448266834020592,13.28124420731484,0,0.3051367048174143,-100.0,-0.3051367048174143,2014
Rickie Lambert,2,1.8370392173528671,0.16296078264713287,8.870838526896325,2,0.8429333930835128,137.2666709387146,1.1570666069164872,2014
James Chester,2,0.6936227893456817,1.3063772106543183,188.34116045792973,0,0.1987740006297826,-100.0,-0.1987740006297826,2014
Ryan Bertrand,2,0.982024872675538,1.017975127324462,103.66082933836257,2,3.735288411378861,-46.456611117166425,-1.735288411378861,2014
Samir Nasri,2,2.478832798078656,-0.4788327980786562,-19.316865520328744,6,4.465053537860513,34.37688818564483,1.5349464621394873,2014
Ryan Shawcross,2,2.276102486997843,-0.2761024869978428,-12.130494499921191,1,1.2505308613181114,-20.03396070162087,-0.2505308613181114,2014
Leon Osman,2,2.717069311067462,-0.717069311067462,-26.391277842880832,2,1.5407472848892212,29.80714096431452,0.4592527151107788,2014
Chris Brunt,2,2.0603699232451618,-0.06036992324516177,-2.9300526358915597,10,5.361505056731403,86.51479191360526,4.638494943268597,2014
Marouane Chamakh,2,2.01311945496127,-0.013119454961270094,-0.6516977881733549,0,0.6836252976208925,-100.0,-0.6836252976208925,2014
Yoan Gouffran,2,1.5459727151319385,0.45402728486806154,29.368389262246026,1,1.5892759254202249,-37.078264132416955,-0.5892759254202249,2014
Brede Hangeland,2,0.9855322930961848,1.0144677069038153,102.93601884081605,1,0.5508842170238495,81.52634784174747,0.4491157829761505,2014
Ramires,2,1.8734565190970895,0.12654348090291045,6.754545921562031,4,2.0800595618784428,92.3021856349014,1.9199404381215572,2014
Mauro Zárate,2,0.7167854933068156,1.2832145066931844,179.02350405742828,1,0.4284241870045662,133.41352573759843,0.5715758129954338,2014
Andrej Kramaric,2,2.0635642036795616,-0.06356420367956161,-3.080311412953358,0,0.6953189820051193,-100.0,-0.6953189820051193,2014
James Morrison,2,1.7436685003340244,0.25633149966597557,14.700701401491834,1,3.0994835887104277,-67.73656090187397,-2.0994835887104277,2014
Jack Wilshere,2,2.419227445498109,-0.41922744549810886,-17.328980219625098,1,1.4338918002322316,-30.259730905913468,-0.4338918002322316,2014
Ben Mee,2,1.930388911627233,0.06961108837276697,3.606065490403583,1,0.867081793025136,15.329373542849932,0.132918206974864,2014
Scott Arfield,2,3.165451562963426,-1.1654515629634261,-36.81786120500154,1,2.0567901832982898,-51.38055363545202,-1.0567901832982898,2014
Ahmed Elmohamady,2,1.9130437867715957,0.0869562132284043,4.545437685728532,5,4.916644488461316,1.6953739839093152,0.08335551153868437,2014
Eljero Elia,2,0.7518642852082849,1.2481357147917151,166.0054532908091,0,0.7144423052668571,-100.0,-0.7144423052668571,2014
Carlton Cole,2,1.7291568778455255,0.2708431221544745,15.663305372959357,0,0.6560839973390102,-100.0,-0.6560839973390102,2014
Niko Kranjcar,2,1.9117348054423928,0.08826519455760717,4.617020849666531,1,1.7309440784156322,-42.228058521952946,-0.7309440784156322,2014
Tomas Rosicky,2,0.9697352927178144,1.0302647072821856,106.2418491952303,1,1.5375187173485756,-34.96014138127159,-0.5375187173485756,2014
Lazar Markovic,2,1.880378445610404,0.11962155438959599,6.361568048646969,1,1.4619445130228996,-31.597951147114696,-0.4619445130228996,2014
Sammy Ameobi,2,0.992425705306232,1.007574294693768,101.52642049742772,2,1.8800859078764915,6.37811770308668,0.11991409212350845,2014
Joe Allen,1,0.7004709076136351,0.29952909238636494,42.761103870366426,0,0.5434271022677422,-100.0,-0.5434271022677422,2014
Calum Chambers,1,0.8142124898731709,0.18578751012682915,22.818061923340075,1,0.8842718033120036,13.087400984012065,0.11572819668799639,2014
Joel Ward,1,0.3118089553900063,0.6881910446099937,220.709197960403,0,0.8839997025206685,-100.0,-0.8839997025206685,2014
Winston Reid,1,1.2366657685488462,-0.23666576854884624,-19.13740758156179,0,1.2207213276997209,-100.0,-1.2207213276997209,2014
James Tomkins,1,2.159363705664873,-1.1593637056648731,-53.6900616891633,3,2.032975606620312,47.56694523193528,0.9670243933796878,2014
John Stones,1,0.2041568327695131,0.7958431672304869,389.81951102707876,0,0.6552915908396244,-100.0,-0.6552915908396244,2014
Arouna Koné,1,1.128451080992818,-0.1284510809928181,-11.382955199068626,1,0.7295571938157082,37.069445476896746,0.27044280618429184,2014
Emre Can,1,0.4509779969230294,0.5490220030769706,121.74030813540439,0,1.2752419114112854,-100.0,-1.2752419114112854,2014
Martin Skrtel,1,0.9992613941431046,0.0007386058568954468,0.07391517987431333,0,0.4422789104282856,-100.0,-0.4422789104282856,2014
Pablo Zabaleta,1,1.358449086546898,-0.3584490865468981,-26.38664121436128,4,3.7550920881330967,6.522021460961377,0.2449079118669033,2014
Gaël Clichy,1,1.0792678203433752,-0.0792678203433752,-7.344592217912668,3,2.3040307015180588,30.206598289831266,0.6959692984819412,2014
Martín Demichelis,1,0.381496500223875,0.618503499776125,162.12560257123363,0,0.2628271039575338,-100.0,-0.2628271039575338,2014
Toby Alderweireld,1,0.9311116095632316,0.06888839043676842,7.398510525401222,0,0.6971472166478634,-100.0,-0.6971472166478634,2014
Mousa Dembélé,1,1.145339130423963,-0.14533913042396307,-12.689615377950442,1,0.7561205942183733,32.25403561897859,0.2438794057816267,2014
Ryan Mason,1,2.917303709313273,-1.917303709313273,-65.72177258035991,4,2.60609803441912,53.4861677178453,1.3939019655808802,2014
Michael Carrick,1,0.2863103067502379,0.7136896932497621,249.27139415639257,2,1.698483781889081,17.752081081137426,0.301516218110919,2014
Alan Hutton,1,0.932465978898108,0.067534021101892,7.2425185079349195,0,1.9344742149114609,-100.0,-1.9344742149114609,2014
Joleon Lescott,1,2.396697413176298,-1.3966974131762981,-58.27591774821842,2,0.5493253171443939,264.0829828118565,1.450674682855606,2014
Carlos Sánchez,1,0.3707006284967065,0.6292993715032935,169.75945631796645,0,0.7029740959405899,-100.0,-0.7029740959405899,2014
Jores Okore,1,0.7885554805397987,0.21144451946020126,26.814158886507105,0,0.5431609079241753,-100.0,-0.5431609079241753,2014
Scott Sinclair,1,1.0023591704666617,-0.0023591704666616753,-0.23536178808673264,0,0.1050385013222694,-100.0,-0.1050385013222694,2014
Nemanja Matic,1,2.7987089725211263,-1.7987089725211263,-64.26923950227014,3,2.3804205218330026,26.02815227327568,0.6195794781669974,2014
Gary Cahill,1,1.824857423081994,-0.8248574230819941,-45.20119833191657,0,1.692150010727346,-100.0,-1.692150010727346,2014
Jefferson Montero,1,1.0105927288532257,-0.010592728853225708,-1.0481699057191765,7,3.652138037607074,91.66854943375817,3.347861962392926,2014
Fabio Borini,1,1.947100818157196,-0.947100818157196,-48.641591094063905,1,0.9333350993692876,7.142654409521511,0.0666649006307124,2014
Lee Cattermole,1,0.2308870982378721,0.7691129017621279,333.1121174080273,0,1.0550355045124888,-100.0,-1.0550355045124888,2014
Robert Huth,1,1.1736510153859854,-0.17365101538598537,-14.79579645989364,0,0.0,,0.0,2014
Marcin Wasilewski,1,1.421762079000473,-0.421762079000473,-29.664743857634758,1,0.8871919047087431,12.71518537224376,0.1128080952912569,2014
Daryl Janmaat,1,1.4101378628984094,-0.41013786289840937,-29.08494791107931,6,2.940818637609482,104.02482231536898,3.059181362390518,2014
Steven Taylor,1,0.4236275032162666,0.5763724967837334,136.05643930287707,0,0.0,,0.0,2014
Siem de Jong,1,0.4718473087996244,0.5281526912003756,111.93296673536013,0,0.4014580100774765,-100.0,-0.4014580100774765,2014
Emmanuel Rivière,1,3.654045790433884,-2.654045790433884,-72.63307420454468,1,0.9126386996358632,9.572386136922901,0.0873613003641368,2014
Graham Dorrans,1,1.5093517256900668,-0.5093517256900668,-33.74639038870772,3,2.654246101155877,13.026444635015313,0.3457538988441229,2014
Jonas Olsson,1,0.3695265054702759,0.6304734945297241,170.61658235512914,0,0.7158549726009369,-100.0,-0.7158549726009369,2014
Gareth McAuley,1,1.1422011805698276,-0.14220118056982756,-12.449749044987456,0,0.5258615016937256,-100.0,-0.5258615016937256,2014
Darren Fletcher,1,0.4506696071475744,0.5493303928524256,121.89204333731432,0,0.8802698124200106,-100.0,-0.8802698124200106,2014
Stéphane Sessegnon,1,2.1281250156462197,-1.1281250156462197,-53.010279346942255,3,2.7812051149085164,7.866909345112452,0.2187948850914836,2014
