player_name,goals,xG,Actual to xG,Goals to xG %,assists,xA,Assists to xA %,Actual to xA,year,age
Dominic Solanke,6,9.317674346268175,-3.3176743462681757,-35.6062491881028,7,3.957623152993619,76.87383890265225,3.042376847006381,2022,24.0
Jarrod Bowen,6,10.004229810088871,-4.004229810088871,-40.02536813029588,5,6.90739019960165,-27.613760689408416,-1.9073901996016505,2022,25.0
Said Benrahma,6,6.350573148578405,-0.3505731485784054,-5.520338721818868,3,4.756499437615275,-36.92840629233663,-1.7564994376152754,2022,27.0
Solly March,6,8.069857582449913,-2.069857582449913,-25.64924549537749,7,9.567008880898356,-26.83188562753075,-2.5670088808983564,2022,28.0
Douglas Luiz,6,3.191290902905166,2.808709097094834,88.01169127320696,6,4.567880779504776,31.3519395453768,1.432119220495224,2022,24.0
Jadon Sancho,6,3.789094930514693,2.210905069485307,58.34916015643314,3,4.790035545825958,-37.3699846003397,-1.7900355458259585,2022,22.0
Rúben Neves,6,5.006285472773016,0.9937145272269836,19.849338049764835,1,1.8384296027943487,-45.605749685490544,-0.8384296027943487,2022,25.0
Daniel Podence,6,3.7195267919451,2.2804732080549,61.310842362889474,0,2.4171172585338354,-100.0,-2.4171172585338354,2022,26.0
Jacob Ramsey,6,5.228078290820122,0.7719217091798782,14.764922524884147,7,5.728406075388193,22.198040918836845,1.2715939246118069,2022,21.0
Evan Ferguson,6,5.667327303439379,0.3326726965606212,5.870010302011838,2,0.6870213840156794,191.11175380158988,1.3129786159843206,2022,17.0
Michail Antonio,5,7.201865157112479,-2.201865157112479,-30.573540452058342,3,1.6608268171548843,80.63292144687401,1.3391731828451157,2022,32.0
Kelechi Iheanacho,5,6.133550511673093,-1.1335505116730928,-18.481147412347408,5,3.7054135501384735,34.93770485653746,1.2945864498615265,2022,25.0
Jack Grealish,5,4.998198181390762,0.0018018186092376,0.0360493630673986,7,7.464956499636173,-6.228522559492935,-0.4649564996361732,2022,26.0
Willian,5,3.383236724883318,1.616763275116682,47.787471187740834,5,5.042201226577163,-0.8369603806115952,-0.0422012265771627,2022,33.0
Riyad Mahrez,5,5.864552567712963,-0.8645525677129626,-14.742003890846147,10,6.157492842525244,62.403761656650325,3.842507157474756,2022,31.0
Abdoulaye Doucouré,5,3.214016545563936,1.7859834544360642,55.56858308340454,2,2.4725133273750544,-19.110648348929164,-0.4725133273750543,2022,29.0
Jefferson Lerma,5,3.15503668319434,1.8449633168056605,58.476762778482616,0,2.628147560171783,-100.0,-2.628147560171783,2022,27.0
Emiliano Buendía,5,5.6266536470502615,-0.6266536470502615,-11.13723513759872,2,4.373138631694019,-54.26625660789396,-2.373138631694019,2022,26.0
Odsonne Edouard,5,5.535292422398925,-0.5352924223989248,-9.670535566157785,2,1.2745107971131802,56.92295463718966,0.7254892028868198,2022,25.0
Rodrigo Bentancur,5,2.4369436921551824,2.5630563078448176,105.1750319917365,2,0.6443385947495699,210.3958099510281,1.35566140525043,2022,25.0
Morgan Gibbs-White,5,6.6556903049349785,-1.6556903049349785,-24.8763122843522,8,7.807910647243261,2.4601889216619,0.1920893527567386,2022,22.0
Mathias Jensen,5,1.9304941780865192,3.0695058219134808,159.00104008373313,6,3.59164313133806,67.05445893686857,2.40835686866194,2022,26.0
Carlos Vinicius,5,3.5915758907794952,1.4084241092205048,39.21465540617682,2,0.5233518667519093,282.1520714949669,1.4766481332480907,2022,28.0
Che Adams,5,7.306276918388903,-2.306276918388903,-31.565692679732937,3,2.7257514875382185,10.061390912400125,0.2742485124617815,2022,26.0
Jack Harrison,5,5.013850751332939,-0.0138507513329386,-0.2762497732756889,7,5.010656230151653,39.702260112706576,1.9893437698483467,2022,25.0
Marcus Tavernier,5,3.9280984150245786,1.0719015849754214,27.288053193257745,4,2.7044622469693422,47.9037100437418,1.2955377530306578,2022,23.0
Deniz Undav,5,5.5473707262426615,-0.5473707262426615,-9.867210129895284,0,1.1680052187293768,-100.0,-1.1680052187293768,2022,26.0
Luis Sinisterra,5,3.361706962808966,1.6382930371910338,48.7339632905455,0,0.3890431001782417,-100.0,-0.3890431001782417,2022,23.0
Pierre-Emile Højbjerg,4,1.5295524531975389,2.470447546802461,161.5144051868228,5,3.1992804715409875,56.28514112711305,1.8007195284590125,2022,27.0
Jordan Ayew,4,2.751328118145466,1.248671881854534,45.38433179304699,3,3.050740525126457,-1.6632199529441776,-0.0507405251264572,2022,30.0
Demarai Gray,4,6.325153514742851,-2.3251535147428517,-36.76042817495759,1,3.608845199458301,-72.29030493881801,-2.608845199458301,2022,26.0
Patrick Bamford,4,9.774512918666003,-5.774512918666003,-59.07724473552685,2,1.0358418971300123,93.07965873376646,0.9641581028699876,2022,28.0
Andreas Pereira,4,6.426880993880332,-2.4268809938803324,-37.76141173597591,6,4.836930306628346,24.045616116854667,1.1630696933716536,2022,26.0
Casemiro,4,3.140908549539745,0.8590914504602551,27.3516862051314,3,3.8724323799833655,-22.529312183550974,-0.8724323799833655,2022,30.0
Bernardo Silva,4,2.2564154639840126,1.7435845360159874,77.2723181455887,5,3.916250504553318,27.67314026992492,1.083749495446682,2022,27.0
Leon Bailey,4,4.778411947190762,-0.7784119471907616,-16.29018083399845,4,5.5339578883722425,-27.719001830414012,-1.5339578883722425,2022,24.0
Declan Rice,4,2.2349475855007768,1.7650524144992232,78.97511449261725,1,2.33805207721889,-57.22935302666574,-1.3380520772188902,2022,23.0
Jacob Murphy,4,3.697086520493031,0.302913479506969,8.19330242416327,2,2.68278655782342,-25.450647791279145,-0.68278655782342,2022,27.0
Eddie Nketiah,4,9.223067251965404,-5.223067251965404,-56.63047996155928,1,1.481980249285698,-32.52271745983176,-0.4819802492856979,2022,23.0
Bobby Reid,4,4.226093959063292,-0.2260939590632924,-5.349951071920934,1,1.5008238069713116,-33.369926879157305,-0.5008238069713116,2022,29.0
Lucas Paquetá,4,5.04679605551064,-1.04679605551064,-20.741794278919485,3,2.8692219518125057,4.557962067203652,0.1307780481874942,2022,24.0
João Félix,4,4.288620352745056,-0.2886203527450561,-6.729911463492363,0,0.6466051954776049,-100.0,-0.6466051954776049,2022,22.0
Anthony Gordon,4,5.549364037811756,-1.549364037811756,-27.919668402628467,0,1.411392219364643,-100.0,-1.411392219364643,2022,21.0
Bruno Guimarães,4,2.726729958318174,1.273270041681826,46.69586138508448,5,3.806102696806192,31.367973969689285,1.193897303193808,2022,24.0
Crysencio Summerville,4,3.559207702055573,0.440792297944427,12.38456237577406,2,1.4241413976997137,40.43549350018323,0.5758586023002863,2022,20.0
Patson Daka,4,4.064196912571788,-0.0641969125717878,-1.579571904432273,4,2.733729289844632,46.3202671478614,1.266270710155368,2022,23.0
Josh Dasilva,4,1.5916067343205214,2.408393265679478,151.3183636225097,2,2.080403374508024,-3.8647973509962985,-0.0804033745080237,2022,23.0
Luis Díaz,4,3.568711277097464,0.4312887229025359,12.085279234281892,2,1.9563428275287151,2.231570656071223,0.0436571724712848,2022,25.0
Manor Solomon,4,1.042859235778451,2.957140764221549,283.5608740631392,0,0.3249989273026585,-100.0,-0.3249989273026585,2022,23.0
Kieffer Moore,4,4.823006581515074,-0.8230065815150738,-17.0641811825299,0,0.5260727815330029,-100.0,-0.5260727815330029,2022,29.0
Julio Enciso,4,4.214253352954984,-0.2142533529549837,-5.084016906690051,2,1.779839888215065,12.369658262110608,0.220160111784935,2022,18.0
Antony,4,5.857848301529884,-1.8578483015298843,-31.71554137113236,2,2.37078566942364,-15.639780272241213,-0.3707856694236402,2022,22.0
Carlos Alcaraz,4,1.9036163073033088,2.0963836926966906,110.12637812850316,2,0.8085567876696587,147.35430219616356,1.1914432123303411,2022,19.0
Jamie Vardy,3,6.644154226407409,-3.6441542264074087,-54.84752614446544,4,1.7369483597576618,130.28894195553852,2.263051640242338,2022,35.0
Jeffrey Schlupp,3,3.445598446764052,-0.4455984467640519,-12.932396320950792,1,2.2960132341831923,-56.44624407595149,-1.2960132341831925,2022,29.0
Virgil van Dijk,3,3.122492080554366,-0.1224920805543661,-3.9228948350965527,1,1.1658173147588968,-14.223267458777586,-0.1658173147588968,2022,31.0
Harrison Reed,3,2.1825738195329905,0.8174261804670095,37.45239556854557,4,3.5145126404240727,13.81378897295264,0.4854873595759272,2022,27.0
Ben Mee,3,3.22416146285832,-0.2241614628583197,-6.952550777639827,1,1.680261291563511,-40.48544681586496,-0.6802612915635109,2022,32.0
Thomas Partey,3,2.229622021317482,0.770377978682518,34.551954157113244,0,1.9341314993798733,-100.0,-1.9341314993798733,2022,29.0
Pablo Fornals,3,1.7289359364658594,1.2710640635341406,73.51712904599226,1,2.018738079816103,-50.46410378848677,-1.018738079816103,2022,26.0
Chris Wood,3,3.433256816118956,-0.433256816118956,-12.619411809942052,0,0.3606983013451099,-100.0,-0.3606983013451099,2022,30.0
Gabriel,3,4.335554586723447,-1.3355545867234468,-30.804700067973982,0,0.1663138093426823,-100.0,-0.1663138093426823,2022,24.0
Youri Tielemans,3,2.239441570825875,0.7605584291741252,33.961967978188504,2,4.528865018859506,-55.83882514335444,-2.5288650188595057,2022,25.0
Gianluca Scamacca,3,2.5387633964419365,0.4612366035580635,18.16776640960257,0,1.1296455087140205,-100.0,-1.1296455087140205,2022,23.0
Reiss Nelson,3,1.8955533094704151,1.1044466905295849,58.265134776829264,2,1.2082199901342392,65.53276856293283,0.7917800098657608,2022,22.0
Joe Willock,3,7.266156509518623,-4.266156509518623,-58.71269775059184,6,7.388796498999,-18.795977114637648,-1.3887964989989996,2022,22.0
Curtis Jones,3,1.2679023258388042,1.7320976741611958,136.61128612689424,1,1.010046985000372,-0.9947047166690204,-0.0100469850003719,2022,21.0
Pedro Porro,3,1.3973288014531136,1.6026711985468864,114.69535279600856,3,2.532236455008388,18.472348586027387,0.467763544991612,2022,22.0
Mason Mount,3,2.1364672761410475,0.8635327238589525,40.41871988878256,2,3.0019248109310865,-33.376079483494,-1.0019248109310863,2022,23.0
Hee-Chan Hwang,3,2.164069874212146,0.8359301257878542,38.627686460086416,1,0.8787439614534378,13.798790531203805,0.1212560385465622,2022,27.0
Conor Gallagher,3,2.5371697302907705,0.4628302697092294,18.24199083662357,1,2.6282018795609474,-61.95117248120018,-1.6282018795609474,2022,22.0
Ethan Pinnock,3,3.5859055295586586,-0.5859055295586586,-16.33912340213742,0,0.6192105077207088,-100.0,-0.6192105077207088,2022,29.0
Vitaly Janelt,3,2.191264372318983,0.8087356276810169,36.90725947527472,1,1.4620734620839355,-31.60398393561763,-0.4620734620839355,2022,24.0
Alejandro Garnacho,3,3.8779171984642735,-0.8779171984642735,-22.638884574738853,2,1.1436776779592035,74.87444570648888,0.8563223220407965,2022,18.0
João Palhinha,3,2.6951698008924723,0.3048301991075277,11.310240972816889,0,0.275451373308897,-100.0,-0.275451373308897,2022,27.0
Jaidon Anthony,3,1.7566156624816358,1.2433843375183642,70.7829472362662,1,0.9099286124110222,9.898731214783677,0.0900713875889778,2022,22.0
Rasmus Kristensen,3,0.789253355935216,2.210746644064784,280.1060809485172,1,1.2889635181054473,-22.41828523821788,-0.2889635181054473,2022,25.0
Danilo,3,1.6606165627017615,1.3393834372982385,80.65579179332714,2,0.8088494967669249,147.26478881352543,1.1911505032330751,2022,21.0
Adam Lallana,2,1.1926603838801384,0.8073396161198616,67.69233111385033,1,0.9687040857970716,3.23069910221112,0.0312959142029284,2022,34.0
Alex Iwobi,2,2.7482709400355816,-0.7482709400355816,-27.2269712980298,7,6.127815451472998,14.23320521699699,0.8721845485270023,2022,26.0
Theo Walcott,2,3.126369597390294,-1.126369597390294,-36.028037066715335,2,1.8109254278242588,10.440770739130068,0.1890745721757412,2022,33.0
John Stones,2,1.3161899587139487,0.6838100412860513,51.953750046399314,2,1.4483567401766777,38.08752667909911,0.5516432598233223,2022,28.0
Eric Dier,2,1.4715977106243372,0.5284022893756628,35.90670776128647,1,1.6204578075557947,-38.28904428506272,-0.6204578075557947,2022,28.0
Ben Davies,2,0.9933742862194777,1.0066257137805223,101.3339813346162,2,2.469028750434518,-18.996488005738076,-0.4690287504345178,2022,29.0
Bertrand Traoré,2,0.856813095510006,1.143186904489994,133.4231363270105,0,0.0698933973908424,-100.0,-0.0698933973908424,2022,26.0
Ben Chilwell,2,1.465110638178885,0.534889361821115,36.5084620835172,2,1.9936782559379933,0.317089482376504,0.0063217440620066,2022,25.0
Adama Traoré,2,1.420078607276082,0.579921392723918,40.83727406022204,1,3.147219412028789,-68.22592043700662,-2.147219412028789,2022,26.0
Kurt Zouma,2,2.125173594802618,-0.125173594802618,-5.89004094106693,0,0.056879699230194,-100.0,-0.056879699230194,2022,27.0
Kalidou Koulibaly,2,1.0540769854560494,0.9459230145439506,89.73946187950345,1,0.305135702714324,227.72303965236935,0.694864297285676,2022,31.0
Jorginho,2,1.7956794500350952,0.2043205499649047,11.378453429475485,1,0.5555977635085583,79.98632566212558,0.4444022364914417,2022,30.0
Trent Alexander-Arnold,2,1.8788890931755304,0.1211109068244695,6.445878432333584,9,13.222441317513583,-31.933900980303942,-4.222441317513583,2022,23.0
João Cancelo,2,0.5918373949825764,1.4081626050174236,237.93065746696857,1,0.8360136020928621,19.61527868644925,0.1639863979071378,2022,28.0
Rodri,2,4.119232214987278,-2.119232214987278,-51.44726260580149,6,4.539481725543737,32.1736789078344,1.4605182744562626,2022,26.0
Adam Armstrong,2,2.4375014984980226,-0.4375014984980225,-17.948768391223922,1,1.730416551232338,-42.21044642182616,-0.730416551232338,2022,25.0
Dominic Calvert-Lewin,2,6.498087804764509,-4.498087804764509,-69.22171475532285,1,1.2365073096007109,-19.12704500526431,-0.2365073096007108,2022,25.0
Daniel James,2,2.1174327954649925,-0.1174327954649925,-5.545998707326342,1,1.5898781195282936,-37.102096838926656,-0.5898781195282936,2022,24.0
Harry Wilson,2,1.8703890815377235,0.1296109184622764,6.929623346374434,3,1.3884916454553604,116.0617969736606,1.6115083545446396,2022,25.0
Jean-Philippe Mateta,2,3.308864532038569,-1.308864532038569,-39.556304568086574,0,0.4064396023750305,-100.0,-0.4064396023750305,2022,25.0
Timothy Castagne,2,1.9257993642240765,0.0742006357759235,3.852978516576656,3,3.172707935795188,-5.443549777988042,-0.1727079357951879,2022,26.0
Romain Perraud,2,1.2091420125216246,0.7908579874783754,65.40654276242275,2,2.266822852194309,-11.770785349901578,-0.2668228521943088,2022,24.0
Yerry Mina,2,1.6610938757658005,0.3389061242341995,20.40258706498189,0,0.0843361243605613,-100.0,-0.0843361243605613,2022,27.0
Dejan Kulusevski,2,2.6102962754666805,-0.6102962754666805,-23.38034502836537,7,5.482720654457808,27.673840072602363,1.5172793455421916,2022,22.0
Fred,2,2.2472731824964285,-0.2472731824964285,-11.003254273774589,2,2.549862952902913,-21.56441201190507,-0.5498629529029131,2022,29.0
Tom Cairney,2,1.549193875864148,0.4508061241358521,29.099400091831,0,1.6246961504220965,-100.0,-1.6246961504220965,2022,31.0
Ryan Sessegnon,2,2.117515377700329,-0.1175153777003288,-5.549682374819553,0,1.040791004896164,-100.0,-1.040791004896164,2022,22.0
William Saliba,2,0.8184554874897003,1.1815445125102997,144.36270885472786,1,1.120013577863574,-10.715368120134752,-0.120013577863574,2022,21.0
Stuart Armstrong,2,2.106476968154311,-0.1064769681543111,-5.054741626138261,1,2.606352062895894,-61.63219795836372,-1.606352062895894,2022,30.0
Naif Aguerd,2,2.5115839689970016,-0.5115839689970016,-20.36897731917369,0,0.6282200030982494,-100.0,-0.6282200030982494,2022,25.0
Matheus Cunha,2,1.591183171607554,0.408816828392446,25.69263147620039,0,0.8713507484644651,-100.0,-0.8713507484644651,2022,23.0
Ben White,2,0.9820632422342896,1.0179367577657104,103.6528722376173,5,4.293553752824664,16.453648605437294,0.7064462471753359,2022,24.0
Emerson,2,1.7453065998852253,0.2546934001147747,14.593046295219638,1,0.4839589893817901,106.62907848398504,0.5160410106182098,2022,23.0
Tomas Soucek,2,3.82576912175864,-1.82576912175864,-47.72293004757604,3,1.9310189355164769,55.35839368647153,1.0689810644835231,2022,28.0
Luke Ayling,2,2.712577499449253,-0.7125774994492531,-26.26938767994392,1,1.8191682416945696,-45.029823131229904,-0.8191682416945696,2022,30.0
Pascal Struijk,2,1.3350814320147038,0.6649185679852962,49.80359639800408,1,2.1753706987947226,-54.030823318800046,-1.1753706987947226,2022,22.0
Emmanuel Dennis,2,1.5486181434243915,0.4513818565756085,29.14739559860041,2,0.5363962892442942,272.8586569488977,1.4636037107557058,2022,24.0
Fabio Carvalho,2,1.1579107120633123,0.8420892879366877,72.72488967963221,0,0.1046279966831207,-100.0,-0.1046279966831207,2022,19.0
Kamaldeen Sulemana,2,1.679018633440137,0.3209813665598631,19.117200974845957,1,1.4270181329920888,-29.92380566999117,-0.4270181329920888,2022,20.0
Kiernan Dewsbury-Hall,2,1.8549880683422089,0.1450119316577911,7.8174050891544224,2,3.0710923951119184,-34.87659299396901,-1.0710923951119184,2022,23.0
Matias Viña,2,0.7529756985604763,1.2470243014395237,165.61282174491947,0,0.1579136550426483,-100.0,-0.1579136550426483,2022,25.0
Michael Olise,2,2.659285433590412,-0.6592854335904121,-24.791826603595663,11,7.174625148996711,53.31811448767082,3.825374851003289,2022,20.0
Joe Ayodele-Aribo,2,2.054455615580082,-0.0544556155800819,-2.65061046669077,0,0.9876715950667858,-100.0,-0.9876715950667858,2022,26.0
Marcos Senesi,2,2.0692426282912493,-0.0692426282912492,-3.3462788435027,0,0.5055976919829845,-100.0,-0.5055976919829845,2022,25.0
Wilfried Gnonto,2,1.833498403429985,0.1665015965700149,9.081087622358163,4,2.921407464891672,36.92030461585484,1.078592535108328,2022,20.0
Fabian Schär,1,5.092751467600465,-4.092751467600465,-80.36424894554757,3,2.4296507444232702,23.474536695689338,0.5703492555767298,2022,30.0
Allan Saint-Maximin,1,1.6111805494874716,-0.6111805494874716,-37.9337095201337,5,4.724137527868152,5.839425090918892,0.2758624721318483,2022,25.0
Pierre-Emerick Aubameyang,1,2.122752519324422,-1.122752519324422,-52.891352576594485,0,0.3434317037463188,-100.0,-0.3434317037463188,2022,33.0
Joel Matip,1,0.6459370153024793,0.3540629846975207,54.8138558883671,0,0.3237086497247219,-100.0,-0.3237086497247219,2022,31.0
Ivan Perisic,1,3.0171149894595146,-2.0171149894595146,-66.8557544709577,8,6.623175095766783,20.787988907513828,1.3768249042332172,2022,34.0
Philippe Coutinho,1,1.3861289341002705,-0.3861289341002705,-27.856639061567883,0,0.3858625032007694,-100.0,-0.3858625032007694,2022,30.0
Joel Ward,1,1.4655719939619305,-0.4655719939619305,-31.767255097672408,0,0.3378884494304657,-100.0,-0.3378884494304657,2022,32.0
James Tomkins,1,0.7290570810437202,0.2709429189562797,37.16347128381183,0,0.0,,0.0,2022,33.0
Cheikhou Kouyaté,1,0.1867025382816791,0.8132974617183208,435.6113576191957,0,0.9933399967849256,-100.0,-0.9933399967849256,2022,32.0
Manuel Lanzini,1,0.6443301560357213,0.3556698439642787,55.199937583638494,0,0.3371060192584991,-100.0,-0.3371060192584991,2022,29.0
Nathan Aké,1,1.3441827092319727,-0.3441827092319727,-25.605351628769927,0,1.09055732563138,-100.0,-1.09055732563138,2022,27.0
Seamus Coleman,1,0.2670318866148591,0.7329681133851409,274.4871118864928,0,1.4559272825717926,-100.0,-1.4559272825717926,2022,34.0
Ashley Young,1,0.3949361126869917,0.6050638873130083,153.20551042962086,0,0.7811885923147202,-100.0,-0.7811885923147202,2022,37.0
Christian Eriksen,1,4.86724331881851,-3.8672433188185096,-79.4544892355465,8,4.558254588395357,75.50577408218528,3.441745411604643,2022,30.0
Kieran Trippier,1,0.8719969913363457,0.1280030086636543,14.679294760809691,7,13.462713163346052,-48.0045373093264,-6.462713163346052,2022,31.0
Marc Albrighton,1,0.4420046992599964,0.5579953007400036,126.2419385301103,0,0.5711894929409027,-100.0,-0.5711894929409027,2022,32.0
Diego Costa,1,2.9844185262918472,-1.9844185262918472,-66.49263529259403,0,0.5990131702274084,-100.0,-0.5990131702274084,2022,33.0
Craig Dawson,1,1.5213804170489311,-0.5213804170489311,-34.2702200716024,0,0.1079010032117366,-100.0,-0.1079010032117366,2022,32.0
Kyle Walker-Peters,1,0.6717622503638268,0.3282377496361732,48.86219037440694,0,1.83802130445838,-100.0,-1.83802130445838,2022,25.0
Alex Oxlade-Chamberlain,1,1.493293778039515,-0.493293778039515,-33.03394049408955,0,0.7890531122684479,-100.0,-0.7890531122684479,2022,28.0
Luke Shaw,1,0.9740113597363234,0.0259886402636766,2.6682071008609265,2,3.826654343865812,-47.73502333164656,-1.826654343865812,2022,27.0
Tyrone Mings,1,1.2113220421597362,-0.2113220421597361,-17.445570608370822,2,1.1698964163661003,70.95530612978065,0.8301035836338997,2022,29.0
Dennis Praet,1,0.9074058122932912,0.0925941877067088,10.204275358639707,0,0.5022870898246765,-100.0,-0.5022870898246765,2022,28.0
